# manifest_id	toefl-2026-missing-audio-manifest
# manifest_version	2026-08-20.v1
# scope	400_new_files_only;260_existing_mp3_preserved
# generation_authorized	no
media_id	set_id	section	module	task	source_item_ids	planned_url	source_ref	script_sha256	source_script_characters	billable_characters	words	request_segments	speaker_labels	declared_voice_roles	cast_profiles	target_profile	sample_candidate	media_status	approval_status
media:toefl:set-6:listening-m2-conversation	set-6	listening	listening-2	conversation	item:t6-l-m2-cv1-v1;item:t6-l-m2-cv2-v1	/audio/toefl/set-6/listening-m2-conversation.mp3	src/data/toefl/listening-fixed-sets-6-10.ts#media:toefl:set-6:listening-m2-conversation	c2f22756c9703cae59e15b421ccd873bd5534b088f1734ef4bcce46955a060df	567	519	84	4	STUDENT;INSTRUCTOR	student;professor	student;professor	mp3_44100_64_mono_after_QA	no	script-ready-audio-blocked	blocked_pending_owner_manifest_voices_sample_cost
media:toefl:set-6:speaking-interview-1	set-6	speaking	speaking	take-an-interview	t6-s-iv1	/audio/toefl/set-6/interview-1.mp3	src/data/mocks/toefl-set-6.ts#t6-s-iv1	3b1a3582b9f9815e19e1c328e7e96ff8f882aa12bfb76c3a47eb02ad6822a6e1	108	108	24	1	INTERVIEWER	interviewer	interviewer	mp3_44100_64_mono_after_QA	no	script-ready-audio-blocked	blocked_pending_owner_manifest_voices_sample_cost
media:toefl:set-6:speaking-interview-2	set-6	speaking	speaking	take-an-interview	t6-s-iv2	/audio/toefl/set-6/interview-2.mp3	src/data/mocks/toefl-set-6.ts#t6-s-iv2	7e1c4cdf905f9dbde2ce94b170693020868f8276c0916fe541eab88e02380437	139	139	24	1	INTERVIEWER	interviewer	interviewer	mp3_44100_64_mono_after_QA	no	script-ready-audio-blocked	blocked_pending_owner_manifest_voices_sample_cost
media:toefl:set-6:speaking-interview-3	set-6	speaking	speaking	take-an-interview	t6-s-iv3	/audio/toefl/set-6/interview-3.mp3	src/data/mocks/toefl-set-6.ts#t6-s-iv3	194e1a386ba3c6433c58c8150a9a6149e92dc00a2d0378dbded84391c2245ed9	158	158	27	1	INTERVIEWER	interviewer	interviewer	mp3_44100_64_mono_after_QA	no	script-ready-audio-blocked	blocked_pending_owner_manifest_voices_sample_cost
media:toefl:set-6:speaking-interview-4	set-6	speaking	speaking	take-an-interview	t6-s-iv4	/audio/toefl/set-6/interview-4.mp3	src/data/mocks/toefl-set-6.ts#t6-s-iv4	8c1646d1d15a768d493034eece07a9353c399e8d0e301457b6babff3f2e1a335	126	126	22	1	INTERVIEWER	interviewer	interviewer	mp3_44100_64_mono_after_QA	no	script-ready-audio-blocked	blocked_pending_owner_manifest_voices_sample_cost
media:toefl:set-6:speaking-repeat-6	set-6	speaking	speaking	listen-and-repeat	t6-s-rp6	/audio/toefl/set-6/repeat-6.mp3	src/data/toefl/speaking-fixed-repeat.ts#t6-s-rp6	4a24f3bde054b78dab0da4260022b880436edd7256ae5b96fc20a9be6c7df639	114	114	15	1	man	man	man	mp3_44100_64_mono_after_QA	no	script-ready-audio-blocked	blocked_pending_owner_manifest_voices_sample_cost
media:toefl:set-6:speaking-repeat-7	set-6	speaking	speaking	listen-and-repeat	t6-s-rp7	/audio/toefl/set-6/repeat-7.mp3	src/data/toefl/speaking-fixed-repeat.ts#t6-s-rp7	5145f85d74d43dfdc92b89e2611fbd54b1c0ce39d7d7adf9a92fa588bb15e082	116	116	20	1	woman	woman	woman	mp3_44100_64_mono_after_QA	no	script-ready-audio-blocked	blocked_pending_owner_manifest_voices_sample_cost
media:toefl:set-7:listening-m1-choose-6	set-7	listening	listening-1	choose-response	item:t7-l-m1-cr6-v1	/audio/toefl/set-7/listening-m1-choose-6.mp3	src/data/toefl/listening-fixed-sets-6-10.ts#media:toefl:set-7:listening-m1-choose-6	eb6b6df75ea3f257cd05289a947adfa6734729c5472d1db5bd6172a29757eaee	45	45	9	1	man	man	man	mp3_44100_64_mono_after_QA	no	script-ready-audio-blocked	blocked_pending_owner_manifest_voices_sample_cost
media:toefl:set-7:listening-m1-choose-7	set-7	listening	listening-1	choose-response	item:t7-l-m1-cr7-v1	/audio/toefl/set-7/listening-m1-choose-7.mp3	src/data/toefl/listening-fixed-sets-6-10.ts#media:toefl:set-7:listening-m1-choose-7	80591e27d8e480b79bd956fea854e96f88e8b539e78c353d36d449b2eac55ba8	48	48	7	1	woman	woman	woman	mp3_44100_64_mono_after_QA	no	script-ready-audio-blocked	blocked_pending_owner_manifest_voices_sample_cost
media:toefl:set-7:listening-m1-choose-8	set-7	listening	listening-1	choose-response	item:t7-l-m1-cr8-v1	/audio/toefl/set-7/listening-m1-choose-8.mp3	src/data/toefl/listening-fixed-sets-6-10.ts#media:toefl:set-7:listening-m1-choose-8	3b54a500a89a0098abc090a6aa301c5b495c0c8513ccdbb97ed546d8afc936a1	50	50	8	1	man	man	man	mp3_44100_64_mono_after_QA	no	script-ready-audio-blocked	blocked_pending_owner_manifest_voices_sample_cost
media:toefl:set-7:listening-m2-academic-talk	set-7	listening	listening-2	academic-talk	item:t7-l-m2-at1-v1;item:t7-l-m2-at2-v1;item:t7-l-m2-at3-v1;item:t7-l-m2-at4-v1	/audio/toefl/set-7/listening-m2-academic-talk.mp3	src/data/toefl/listening-fixed-sets-6-10.ts#media:toefl:set-7:listening-m2-academic-talk	beac99ce9fd2a91d55a777501d17f46c6144ab15bce45c56df6ffb6adf11a66f	1448	1437	206	1	PROFESSOR	professor	professor	mp3_44100_64_mono_after_QA	no	script-ready-audio-blocked	blocked_pending_owner_manifest_voices_sample_cost
media:toefl:set-7:listening-m2-announcement	set-7	listening	listening-2	announcement	item:t7-l-m2-an1-v1;item:t7-l-m2-an2-v1	/audio/toefl/set-7/listening-m2-announcement.mp3	src/data/toefl/listening-fixed-sets-6-10.ts#media:toefl:set-7:listening-m2-announcement	68fbad6fc173cab19328f4f89444174e914c748610939417085217b3f08b68ee	415	404	65	1	ANNOUNCER	announcer	announcer	mp3_44100_64_mono_after_QA	no	script-ready-audio-blocked	blocked_pending_owner_manifest_voices_sample_cost
media:toefl:set-7:listening-m2-choose-1	set-7	listening	listening-2	choose-response	item:t7-l-m2-cr1-v1	/audio/toefl/set-7/listening-m2-choose-1.mp3	src/data/toefl/listening-fixed-sets-6-10.ts#media:toefl:set-7:listening-m2-choose-1	4075de4da8c7b5fbd02ffb26f49ab783660f5da30ca9aff4e8ac8f9f5a0b9861	51	51	7	1	woman	woman	woman	mp3_44100_64_mono_after_QA	no	script-ready-audio-blocked	blocked_pending_owner_manifest_voices_sample_cost
media:toefl:set-7:listening-m2-choose-2	set-7	listening	listening-2	choose-response	item:t7-l-m2-cr2-v1	/audio/toefl/set-7/listening-m2-choose-2.mp3	src/data/toefl/listening-fixed-sets-6-10.ts#media:toefl:set-7:listening-m2-choose-2	cf76d6471e53ef8880b42ba8859fb1091d6b2d1f221381c4b7396789ec414462	58	58	9	1	man	man	man	mp3_44100_64_mono_after_QA	no	script-ready-audio-blocked	blocked_pending_owner_manifest_voices_sample_cost
media:toefl:set-7:listening-m2-choose-3	set-7	listening	listening-2	choose-response	item:t7-l-m2-cr3-v1	/audio/toefl/set-7/listening-m2-choose-3.mp3	src/data/toefl/listening-fixed-sets-6-10.ts#media:toefl:set-7:listening-m2-choose-3	589666733a5333e878fb4265e93af1df8a82662a0aaa30133acf4a9d8f2fdd5f	45	45	8	1	woman	woman	woman	mp3_44100_64_mono_after_QA	no	script-ready-audio-blocked	blocked_pending_owner_manifest_voices_sample_cost
media:toefl:set-7:listening-m2-choose-4	set-7	listening	listening-2	choose-response	item:t7-l-m2-cr4-v1	/audio/toefl/set-7/listening-m2-choose-4.mp3	src/data/toefl/listening-fixed-sets-6-10.ts#media:toefl:set-7:listening-m2-choose-4	0a11c29d6abf94f6fb7227017d26104e4658abe480a7b6727af2ee34e7802755	33	33	7	1	man	man	man	mp3_44100_64_mono_after_QA	no	script-ready-audio-blocked	blocked_pending_owner_manifest_voices_sample_cost
media:toefl:set-7:listening-m2-choose-5	set-7	listening	listening-2	choose-response	item:t7-l-m2-cr5-v1	/audio/toefl/set-7/listening-m2-choose-5.mp3	src/data/toefl/listening-fixed-sets-6-10.ts#media:toefl:set-7:listening-m2-choose-5	a4e6826575606ba6a62d3e89f90ee8302a8ce85b6249f298a669450d1ab5f6b5	45	45	8	1	woman	woman	woman	mp3_44100_64_mono_after_QA	no	script-ready-audio-blocked	blocked_pending_owner_manifest_voices_sample_cost
media:toefl:set-7:listening-m2-choose-6	set-7	listening	listening-2	choose-response	item:t7-l-m2-cr6-v1	/audio/toefl/set-7/listening-m2-choose-6.mp3	src/data/toefl/listening-fixed-sets-6-10.ts#media:toefl:set-7:listening-m2-choose-6	bc74a62f74d06b0c1f8487f21eddf6b429f7b2dbf0a4f1f56abff3aa241a6b04	48	48	9	1	man	man	man	mp3_44100_64_mono_after_QA	no	script-ready-audio-blocked	blocked_pending_owner_manifest_voices_sample_cost
media:toefl:set-7:listening-m2-choose-7	set-7	listening	listening-2	choose-response	item:t7-l-m2-cr7-v1	/audio/toefl/set-7/listening-m2-choose-7.mp3	src/data/toefl/listening-fixed-sets-6-10.ts#media:toefl:set-7:listening-m2-choose-7	d79fcfd31f02fc240b8ac651e0b337c6dc65810c42702a396a6ef1944feb753b	44	44	9	1	woman	woman	woman	mp3_44100_64_mono_after_QA	no	script-ready-audio-blocked	blocked_pending_owner_manifest_voices_sample_cost
media:toefl:set-7:listening-m2-choose-8	set-7	listening	listening-2	choose-response	item:t7-l-m2-cr8-v1	/audio/toefl/set-7/listening-m2-choose-8.mp3	src/data/toefl/listening-fixed-sets-6-10.ts#media:toefl:set-7:listening-m2-choose-8	faf00cc7d06103645b027d82081319f7f8c939f9f0d350b0090119ddefdbd478	48	48	8	1	man	man	man	mp3_44100_64_mono_after_QA	no	script-ready-audio-blocked	blocked_pending_owner_manifest_voices_sample_cost
media:toefl:set-7:listening-m2-conversation	set-7	listening	listening-2	conversation	item:t7-l-m2-cv1-v1;item:t7-l-m2-cv2-v1	/audio/toefl/set-7/listening-m2-conversation.mp3	src/data/toefl/listening-fixed-sets-6-10.ts#media:toefl:set-7:listening-m2-conversation	8927b13b958e181ea00534eed262ab74994e8a334686446247b3683e3ceafcdb	489	437	77	4	STUDENT;STAFF MEMBER	student;announcer	student;staff	mp3_44100_64_mono_after_QA	no	script-ready-audio-blocked	blocked_pending_owner_manifest_voices_sample_cost
media:toefl:set-7:speaking-interview-1	set-7	speaking	speaking	take-an-interview	t7-s-iv1	/audio/toefl/set-7/interview-1.mp3	src/data/mocks/toefl-set-7.ts#t7-s-iv1	16b6ceb7bd3c5b9824818707916e718996cb2601aecae1ab56f9171620d263c6	114	114	24	1	INTERVIEWER	interviewer	interviewer	mp3_44100_64_mono_after_QA	no	script-ready-audio-blocked	blocked_pending_owner_manifest_voices_sample_cost
media:toefl:set-7:speaking-interview-2	set-7	speaking	speaking	take-an-interview	t7-s-iv2	/audio/toefl/set-7/interview-2.mp3	src/data/mocks/toefl-set-7.ts#t7-s-iv2	b6f92099368c2224086923903632e6f0fca16acb6fa174e761a518ba267b2c79	148	148	25	1	INTERVIEWER	interviewer	interviewer	mp3_44100_64_mono_after_QA	no	script-ready-audio-blocked	blocked_pending_owner_manifest_voices_sample_cost
media:toefl:set-7:speaking-interview-3	set-7	speaking	speaking	take-an-interview	t7-s-iv3	/audio/toefl/set-7/interview-3.mp3	src/data/mocks/toefl-set-7.ts#t7-s-iv3	54665920fec1ca7686a36fb0d95610d012ac8dcee8db703816c83fd2122f65a5	157	157	27	1	INTERVIEWER	interviewer	interviewer	mp3_44100_64_mono_after_QA	no	script-ready-audio-blocked	blocked_pending_owner_manifest_voices_sample_cost
media:toefl:set-7:speaking-interview-4	set-7	speaking	speaking	take-an-interview	t7-s-iv4	/audio/toefl/set-7/interview-4.mp3	src/data/mocks/toefl-set-7.ts#t7-s-iv4	7488b9584d1c51e737e4e2c3647816ea72c1a68ec68ac357389f04a1d0f44ec5	127	127	20	1	INTERVIEWER	interviewer	interviewer	mp3_44100_64_mono_after_QA	no	script-ready-audio-blocked	blocked_pending_owner_manifest_voices_sample_cost
media:toefl:set-7:speaking-repeat-6	set-7	speaking	speaking	listen-and-repeat	t7-s-rp6	/audio/toefl/set-7/repeat-6.mp3	src/data/toefl/speaking-fixed-repeat.ts#t7-s-rp6	91f0a955c6bce9f243fd0a67dafcfa0595c4a333697cacf3acdedd964c1d863b	93	93	15	1	woman	woman	woman	mp3_44100_64_mono_after_QA	no	script-ready-audio-blocked	blocked_pending_owner_manifest_voices_sample_cost
media:toefl:set-7:speaking-repeat-7	set-7	speaking	speaking	listen-and-repeat	t7-s-rp7	/audio/toefl/set-7/repeat-7.mp3	src/data/toefl/speaking-fixed-repeat.ts#t7-s-rp7	03b5c77517c74a8952515eb1a7dc6ff36ea2f0ed7ffbf9c2cbb05b90616b1a38	129	129	20	1	man	man	man	mp3_44100_64_mono_after_QA	no	script-ready-audio-blocked	blocked_pending_owner_manifest_voices_sample_cost
media:toefl:set-8:listening-m1-choose-6	set-8	listening	listening-1	choose-response	item:t8-l-m1-cr6-v1	/audio/toefl/set-8/listening-m1-choose-6.mp3	src/data/toefl/listening-fixed-sets-6-10.ts#media:toefl:set-8:listening-m1-choose-6	73885404b88b7c36d727946a4e8a7183333a36364bce3d3a24b350d3dec2dc65	45	45	8	1	woman	woman	woman	mp3_44100_64_mono_after_QA	no	script-ready-audio-blocked	blocked_pending_owner_manifest_voices_sample_cost
media:toefl:set-8:listening-m1-choose-7	set-8	listening	listening-1	choose-response	item:t8-l-m1-cr7-v1	/audio/toefl/set-8/listening-m1-choose-7.mp3	src/data/toefl/listening-fixed-sets-6-10.ts#media:toefl:set-8:listening-m1-choose-7	a0a0afe69787901257a9751b902d1baaad66a2812a70cfce742cb703989feec1	45	45	8	1	man	man	man	mp3_44100_64_mono_after_QA	no	script-ready-audio-blocked	blocked_pending_owner_manifest_voices_sample_cost
media:toefl:set-8:listening-m1-choose-8	set-8	listening	listening-1	choose-response	item:t8-l-m1-cr8-v1	/audio/toefl/set-8/listening-m1-choose-8.mp3	src/data/toefl/listening-fixed-sets-6-10.ts#media:toefl:set-8:listening-m1-choose-8	2b4ac68c63eab2c223d9f50d53928a37a402cee36bfbeab1599fa105a812e973	48	48	10	1	woman	woman	woman	mp3_44100_64_mono_after_QA	no	script-ready-audio-blocked	blocked_pending_owner_manifest_voices_sample_cost
media:toefl:set-8:listening-m2-academic-talk	set-8	listening	listening-2	academic-talk	item:t8-l-m2-at1-v1;item:t8-l-m2-at2-v1;item:t8-l-m2-at3-v1;item:t8-l-m2-at4-v1	/audio/toefl/set-8/listening-m2-academic-talk.mp3	src/data/toefl/listening-fixed-sets-6-10.ts#media:toefl:set-8:listening-m2-academic-talk	8601eea48af0ab02f9a13938a1a42e764d2540848057bbaaa89819c35c0bc738	1343	1332	198	1	PROFESSOR	professor	professor	mp3_44100_64_mono_after_QA	no	script-ready-audio-blocked	blocked_pending_owner_manifest_voices_sample_cost
media:toefl:set-8:listening-m2-announcement	set-8	listening	listening-2	announcement	item:t8-l-m2-an1-v1;item:t8-l-m2-an2-v1	/audio/toefl/set-8/listening-m2-announcement.mp3	src/data/toefl/listening-fixed-sets-6-10.ts#media:toefl:set-8:listening-m2-announcement	81bef7716e1a74bc1db6ef8d8ebc14b9b64f084b76e3287891ac24396537c596	410	399	64	1	ANNOUNCER	announcer	announcer	mp3_44100_64_mono_after_QA	no	script-ready-audio-blocked	blocked_pending_owner_manifest_voices_sample_cost
media:toefl:set-8:listening-m2-choose-1	set-8	listening	listening-2	choose-response	item:t8-l-m2-cr1-v1	/audio/toefl/set-8/listening-m2-choose-1.mp3	src/data/toefl/listening-fixed-sets-6-10.ts#media:toefl:set-8:listening-m2-choose-1	025038a7a0b7054bd1204e53f42f843d480cd86294de8a7773548fd49b3e8545	43	43	8	1	man	man	man	mp3_44100_64_mono_after_QA	no	script-ready-audio-blocked	blocked_pending_owner_manifest_voices_sample_cost
media:toefl:set-8:listening-m2-choose-2	set-8	listening	listening-2	choose-response	item:t8-l-m2-cr2-v1	/audio/toefl/set-8/listening-m2-choose-2.mp3	src/data/toefl/listening-fixed-sets-6-10.ts#media:toefl:set-8:listening-m2-choose-2	b1cd8c21c8889f53a36dedee6beee448257237045d8c130ba901185076e488a0	48	48	7	1	woman	woman	woman	mp3_44100_64_mono_after_QA	no	script-ready-audio-blocked	blocked_pending_owner_manifest_voices_sample_cost
media:toefl:set-8:listening-m2-choose-3	set-8	listening	listening-2	choose-response	item:t8-l-m2-cr3-v1	/audio/toefl/set-8/listening-m2-choose-3.mp3	src/data/toefl/listening-fixed-sets-6-10.ts#media:toefl:set-8:listening-m2-choose-3	a25b5cf031f78a4ead64b7a22dc24dccfc7f2eae77add170862e81069f3f4443	47	47	9	1	man	man	man	mp3_44100_64_mono_after_QA	no	script-ready-audio-blocked	blocked_pending_owner_manifest_voices_sample_cost
media:toefl:set-8:listening-m2-choose-4	set-8	listening	listening-2	choose-response	item:t8-l-m2-cr4-v1	/audio/toefl/set-8/listening-m2-choose-4.mp3	src/data/toefl/listening-fixed-sets-6-10.ts#media:toefl:set-8:listening-m2-choose-4	c095d5d0ed29786dde600a85c383629aebbab862938b3ae249559406053f0b75	41	41	7	1	woman	woman	woman	mp3_44100_64_mono_after_QA	no	script-ready-audio-blocked	blocked_pending_owner_manifest_voices_sample_cost
media:toefl:set-8:listening-m2-choose-5	set-8	listening	listening-2	choose-response	item:t8-l-m2-cr5-v1	/audio/toefl/set-8/listening-m2-choose-5.mp3	src/data/toefl/listening-fixed-sets-6-10.ts#media:toefl:set-8:listening-m2-choose-5	c470d342ca8ca9374702d105e4950e1e16831ee14e5ae0bd1daaccaea0f2a3b8	42	42	7	1	man	man	man	mp3_44100_64_mono_after_QA	no	script-ready-audio-blocked	blocked_pending_owner_manifest_voices_sample_cost
media:toefl:set-8:listening-m2-choose-6	set-8	listening	listening-2	choose-response	item:t8-l-m2-cr6-v1	/audio/toefl/set-8/listening-m2-choose-6.mp3	src/data/toefl/listening-fixed-sets-6-10.ts#media:toefl:set-8:listening-m2-choose-6	2f4e4e6e9678711442d26cb6fc7128f5f75403874bc0d7d3da280931d4574f70	40	40	7	1	woman	woman	woman	mp3_44100_64_mono_after_QA	no	script-ready-audio-blocked	blocked_pending_owner_manifest_voices_sample_cost
media:toefl:set-8:listening-m2-choose-7	set-8	listening	listening-2	choose-response	item:t8-l-m2-cr7-v1	/audio/toefl/set-8/listening-m2-choose-7.mp3	src/data/toefl/listening-fixed-sets-6-10.ts#media:toefl:set-8:listening-m2-choose-7	1da1b2fff45962dc4237ade035bab468ab9fdbff3eff7ac95de4cc0bbaf06235	47	47	7	1	man	man	man	mp3_44100_64_mono_after_QA	no	script-ready-audio-blocked	blocked_pending_owner_manifest_voices_sample_cost
media:toefl:set-8:listening-m2-choose-8	set-8	listening	listening-2	choose-response	item:t8-l-m2-cr8-v1	/audio/toefl/set-8/listening-m2-choose-8.mp3	src/data/toefl/listening-fixed-sets-6-10.ts#media:toefl:set-8:listening-m2-choose-8	333f5e251b1bd67467ec7079b72f36eab72a293a862c03190760344daa50e5e7	41	41	8	1	woman	woman	woman	mp3_44100_64_mono_after_QA	no	script-ready-audio-blocked	blocked_pending_owner_manifest_voices_sample_cost
media:toefl:set-8:listening-m2-conversation	set-8	listening	listening-2	conversation	item:t8-l-m2-cv1-v1;item:t8-l-m2-cv2-v1	/audio/toefl/set-8/listening-m2-conversation.mp3	src/data/toefl/listening-fixed-sets-6-10.ts#media:toefl:set-8:listening-m2-conversation	3bbc6bfcce44f422de1a284357f070a34f2fca68fd474da21712a159d3ac52ca	507	461	79	4	STUDENT;LIBRARIAN	student;announcer	student;staff	mp3_44100_64_mono_after_QA	no	script-ready-audio-blocked	blocked_pending_owner_manifest_voices_sample_cost
media:toefl:set-8:speaking-interview-1	set-8	speaking	speaking	take-an-interview	t8-s-iv1	/audio/toefl/set-8/interview-1.mp3	src/data/mocks/toefl-set-8.ts#t8-s-iv1	25ae6f6a69910f5a3455c9e405d577b4ef7e89f9fe642eb577eadc179e867a3a	86	86	18	1	INTERVIEWER	interviewer	interviewer	mp3_44100_64_mono_after_QA	no	script-ready-audio-blocked	blocked_pending_owner_manifest_voices_sample_cost
media:toefl:set-8:speaking-interview-2	set-8	speaking	speaking	take-an-interview	t8-s-iv2	/audio/toefl/set-8/interview-2.mp3	src/data/mocks/toefl-set-8.ts#t8-s-iv2	e70baa8a38e73dc527e1eff1cea738e192a1ec32a703520b2766c1f3d1f6252b	137	137	25	1	INTERVIEWER	interviewer	interviewer	mp3_44100_64_mono_after_QA	no	script-ready-audio-blocked	blocked_pending_owner_manifest_voices_sample_cost
media:toefl:set-8:speaking-interview-3	set-8	speaking	speaking	take-an-interview	t8-s-iv3	/audio/toefl/set-8/interview-3.mp3	src/data/mocks/toefl-set-8.ts#t8-s-iv3	b7c008d8078bc1cd68293204a8e99a3e7251154801968f462680604f9202242c	160	160	25	1	INTERVIEWER	interviewer	interviewer	mp3_44100_64_mono_after_QA	no	script-ready-audio-blocked	blocked_pending_owner_manifest_voices_sample_cost
media:toefl:set-8:speaking-interview-4	set-8	speaking	speaking	take-an-interview	t8-s-iv4	/audio/toefl/set-8/interview-4.mp3	src/data/mocks/toefl-set-8.ts#t8-s-iv4	694109037fff9a75fce131d18d68d6114eadd5280d9625064d5a65a17236c171	117	117	19	1	INTERVIEWER	interviewer	interviewer	mp3_44100_64_mono_after_QA	no	script-ready-audio-blocked	blocked_pending_owner_manifest_voices_sample_cost
media:toefl:set-8:speaking-repeat-6	set-8	speaking	speaking	listen-and-repeat	t8-s-rp6	/audio/toefl/set-8/repeat-6.mp3	src/data/toefl/speaking-fixed-repeat.ts#t8-s-rp6	3c15129545e48bccfd27729636367ef8575450da896827a0de40f335e37ce665	115	115	16	1	man	man	man	mp3_44100_64_mono_after_QA	no	script-ready-audio-blocked	blocked_pending_owner_manifest_voices_sample_cost
media:toefl:set-8:speaking-repeat-7	set-8	speaking	speaking	listen-and-repeat	t8-s-rp7	/audio/toefl/set-8/repeat-7.mp3	src/data/toefl/speaking-fixed-repeat.ts#t8-s-rp7	c0c9f4bde8f44fd6c0de2b4f76837f85027f163a2c99ccf86be0a568a61f6a58	144	144	20	1	woman	woman	woman	mp3_44100_64_mono_after_QA	no	script-ready-audio-blocked	blocked_pending_owner_manifest_voices_sample_cost
media:toefl:set-9:listening-m1-choose-6	set-9	listening	listening-1	choose-response	item:t9-l-m1-cr6-v1	/audio/toefl/set-9/listening-m1-choose-6.mp3	src/data/toefl/listening-fixed-sets-6-10.ts#media:toefl:set-9:listening-m1-choose-6	00a5a9b3065924d9f8661f4590b17a407a284ff9dc19e19473680d0c7ebaddc6	41	41	7	1	man	man	man	mp3_44100_64_mono_after_QA	no	script-ready-audio-blocked	blocked_pending_owner_manifest_voices_sample_cost
media:toefl:set-9:listening-m1-choose-7	set-9	listening	listening-1	choose-response	item:t9-l-m1-cr7-v1	/audio/toefl/set-9/listening-m1-choose-7.mp3	src/data/toefl/listening-fixed-sets-6-10.ts#media:toefl:set-9:listening-m1-choose-7	8c642e1cba140db9e5514dbbd44071e5f8e1e39589b37168bd221acf91b875d2	42	42	8	1	woman	woman	woman	mp3_44100_64_mono_after_QA	no	script-ready-audio-blocked	blocked_pending_owner_manifest_voices_sample_cost
media:toefl:set-9:listening-m1-choose-8	set-9	listening	listening-1	choose-response	item:t9-l-m1-cr8-v1	/audio/toefl/set-9/listening-m1-choose-8.mp3	src/data/toefl/listening-fixed-sets-6-10.ts#media:toefl:set-9:listening-m1-choose-8	2bed2c1d37f5d90c5952de8478469a9b97a1b6172f732ebfb2da51e418b0544c	41	41	6	1	man	man	man	mp3_44100_64_mono_after_QA	no	script-ready-audio-blocked	blocked_pending_owner_manifest_voices_sample_cost
media:toefl:set-9:listening-m2-academic-talk	set-9	listening	listening-2	academic-talk	item:t9-l-m2-at1-v1;item:t9-l-m2-at2-v1;item:t9-l-m2-at3-v1;item:t9-l-m2-at4-v1	/audio/toefl/set-9/listening-m2-academic-talk.mp3	src/data/toefl/listening-fixed-sets-6-10.ts#media:toefl:set-9:listening-m2-academic-talk	5d952e72d03f2c107c364e7e2fe2a7ff14cd8090d6f312bd2b8efbfdf9c7045c	1371	1360	205	1	PROFESSOR	professor	professor	mp3_44100_64_mono_after_QA	no	script-ready-audio-blocked	blocked_pending_owner_manifest_voices_sample_cost
media:toefl:set-9:listening-m2-announcement	set-9	listening	listening-2	announcement	item:t9-l-m2-an1-v1;item:t9-l-m2-an2-v1	/audio/toefl/set-9/listening-m2-announcement.mp3	src/data/toefl/listening-fixed-sets-6-10.ts#media:toefl:set-9:listening-m2-announcement	3120ec4b2000b8d0f9bf4c42ec0df6885608f713c41964504ddaf7d45be296fa	414	403	63	1	ANNOUNCER	announcer	announcer	mp3_44100_64_mono_after_QA	no	script-ready-audio-blocked	blocked_pending_owner_manifest_voices_sample_cost
media:toefl:set-9:listening-m2-choose-1	set-9	listening	listening-2	choose-response	item:t9-l-m2-cr1-v1	/audio/toefl/set-9/listening-m2-choose-1.mp3	src/data/toefl/listening-fixed-sets-6-10.ts#media:toefl:set-9:listening-m2-choose-1	ddddf5fbde78e33f48fb0c7a1efbfc348b1877121f58108da2bf20449ec1b93c	43	43	7	1	woman	woman	woman	mp3_44100_64_mono_after_QA	no	script-ready-audio-blocked	blocked_pending_owner_manifest_voices_sample_cost
media:toefl:set-9:listening-m2-choose-2	set-9	listening	listening-2	choose-response	item:t9-l-m2-cr2-v1	/audio/toefl/set-9/listening-m2-choose-2.mp3	src/data/toefl/listening-fixed-sets-6-10.ts#media:toefl:set-9:listening-m2-choose-2	5acff5d31207d386fc128c2e05eea34c1c45988e59410e121e920de397c4d8b5	54	54	9	1	man	man	man	mp3_44100_64_mono_after_QA	no	script-ready-audio-blocked	blocked_pending_owner_manifest_voices_sample_cost
media:toefl:set-9:listening-m2-choose-3	set-9	listening	listening-2	choose-response	item:t9-l-m2-cr3-v1	/audio/toefl/set-9/listening-m2-choose-3.mp3	src/data/toefl/listening-fixed-sets-6-10.ts#media:toefl:set-9:listening-m2-choose-3	9ae48c476e07f23e5b8b7842668ac448e713cbb928130dbcebadc1b07c195c7e	51	51	9	1	woman	woman	woman	mp3_44100_64_mono_after_QA	no	script-ready-audio-blocked	blocked_pending_owner_manifest_voices_sample_cost
media:toefl:set-9:listening-m2-choose-4	set-9	listening	listening-2	choose-response	item:t9-l-m2-cr4-v1	/audio/toefl/set-9/listening-m2-choose-4.mp3	src/data/toefl/listening-fixed-sets-6-10.ts#media:toefl:set-9:listening-m2-choose-4	8c75891e1054903158bc4d72b2afe8c3e915ffd7d736c8afd919ed016855680d	50	50	9	1	man	man	man	mp3_44100_64_mono_after_QA	no	script-ready-audio-blocked	blocked_pending_owner_manifest_voices_sample_cost
media:toefl:set-9:listening-m2-choose-5	set-9	listening	listening-2	choose-response	item:t9-l-m2-cr5-v1	/audio/toefl/set-9/listening-m2-choose-5.mp3	src/data/toefl/listening-fixed-sets-6-10.ts#media:toefl:set-9:listening-m2-choose-5	d529dacb77a4bc91b480b33dfa679e82a09aeeab674068ac267866b972fd48f9	40	40	9	1	woman	woman	woman	mp3_44100_64_mono_after_QA	no	script-ready-audio-blocked	blocked_pending_owner_manifest_voices_sample_cost
