assetId	family	formatLabel	title	sourcePath	sourceLocator	declaredId	stableIdStatus	routePaths	runtimeExposure	module	inferredModule	moduleStatus	moduleInferenceBasis	contentForm	passageWordCount	questionGroupCount	decisionCount	rightsBasisPresent	authorPresent	reviewerPresent	factualSourcesPresent	surfaceClaim	provisionalRightsBasis	rightsAssessmentStatus	recommendedDisposition	runtimeQuarantineContradiction	quarantineReasonCodes	sourceFileSha256	sourceObjectSha256	passageSha256
mock:set-11:reading-part-6	legacy-mock-section	mixed-full-passage	Reading — Passage 2: The Urban Heat Island Effect	src/data/mocks/ielts-set-11.ts	default.sections[reading:1]		inventory-synthetic	/examenes/ielts/practica/set-11	registered-public-mock-route		academic	inferred	inferred-from-parent-mock-title	passage-string	647	2	13	false	false	false	false	none-observed	unknown-quarantined	structured-evidence-absent	quarantine	true	missing-author | missing-factual-sources | missing-or-invalid-rights-basis | missing-reviewer | module-not-declared-on-asset	15d52dbe5b4734d9bbdd1c68e1b214f143e2f9118966c0172c7bbea0f5641b8d	f9fb094e092478179076cdd2c39a433b262ddcd811102b73fd59d589ddeb9203	792099c19dda4d41b99df87e7529693711deea946691fd95f05b3d9b84f88c3b
mock:set-11:reading-part-7	legacy-mock-section	mixed-full-passage	Reading — Passage 3: Cognitive Biases and Decision-Making	src/data/mocks/ielts-set-11.ts	default.sections[reading:2]		inventory-synthetic	/examenes/ielts/practica/set-11	registered-public-mock-route		academic	inferred	inferred-from-parent-mock-title	passage-string	700	6	14	false	false	false	false	none-observed	unknown-quarantined	structured-evidence-absent	quarantine	true	missing-author | missing-factual-sources | missing-or-invalid-rights-basis | missing-reviewer | module-not-declared-on-asset	15d52dbe5b4734d9bbdd1c68e1b214f143e2f9118966c0172c7bbea0f5641b8d	40e6c7815f17f9d03ef74904b1f3bc7e4f9097ddd2fc35d65f079a0ff48dd8ae	01e0f84ba314d5ccfcb429d2cc6c63d04f8b23e8473dc7beefefe855f17814b0
mock:set-12:reading-part-5	legacy-mock-section	mixed-full-passage	Reading — Passage 1: The Decline of Coral Reefs	src/data/mocks/ielts-set-12.ts	default.sections[reading:0]		inventory-synthetic	/examenes/ielts/practica/set-12	registered-public-mock-route		academic	inferred	inferred-from-parent-mock-title	passage-string	567	2	13	false	false	false	false	none-observed	unknown-quarantined	structured-evidence-absent	quarantine	true	missing-author | missing-factual-sources | missing-or-invalid-rights-basis | missing-reviewer | module-not-declared-on-asset	70f9b952ef3f0c18bfae1065597b6933ae3dae5931a522a24cba9c87a93cbc6c	abfd2a48cd9e298a0b7db1ec43fbb0b6c483d9bb85cfec74eff8adf822a3d3ce	77cec23a4097b73633ed0f13f56d1f91c778c81d8b587c4e0a022ff594bafb0e
mock:set-12:reading-part-6	legacy-mock-section	mixed-full-passage	Reading — Passage 2: A History of Chess	src/data/mocks/ielts-set-12.ts	default.sections[reading:1]		inventory-synthetic	/examenes/ielts/practica/set-12	registered-public-mock-route		academic	inferred	inferred-from-parent-mock-title	passage-string	703	2	13	false	false	false	false	none-observed	unknown-quarantined	structured-evidence-absent	quarantine	true	missing-author | missing-factual-sources | missing-or-invalid-rights-basis | missing-reviewer | module-not-declared-on-asset	70f9b952ef3f0c18bfae1065597b6933ae3dae5931a522a24cba9c87a93cbc6c	648495b2cc855fe4bad8664c82fe1fe5bbcf01a86d87cb33afb7cf6ca0d964c2	2e28803086dc3292582c42026ebacf2a90a2b6b35ad723a02fd6d0512d0ae91b
mock:set-12:reading-part-7	legacy-mock-section	mixed-full-passage	Reading — Passage 3: Social Media and Mental Health	src/data/mocks/ielts-set-12.ts	default.sections[reading:2]		inventory-synthetic	/examenes/ielts/practica/set-12	registered-public-mock-route		academic	inferred	inferred-from-parent-mock-title	passage-string	610	6	14	false	false	false	false	none-observed	unknown-quarantined	structured-evidence-absent	quarantine	true	missing-author | missing-factual-sources | missing-or-invalid-rights-basis | missing-reviewer | module-not-declared-on-asset	70f9b952ef3f0c18bfae1065597b6933ae3dae5931a522a24cba9c87a93cbc6c	9d26e977543d0fb21c8cdf87018ee2eb098e7f269012ca4aeb3d97a2eb5ee66b	6fb1ffb22a152c7f360f8b883cc0af1c0fb3b6c4827d0d506eaaf076301359a3
mock:set-13:reading-part-5	legacy-mock-section	mixed-full-passage	Reading — Passage 1: The Patterns of Human Migration	src/data/mocks/ielts-set-13.ts	default.sections[reading:0]		inventory-synthetic	/examenes/ielts/practica/set-13	registered-public-mock-route		academic	inferred	inferred-from-parent-mock-title	passage-string	526	2	13	false	false	false	false	none-observed	unknown-quarantined	structured-evidence-absent	quarantine	true	missing-author | missing-factual-sources | missing-or-invalid-rights-basis | missing-reviewer | module-not-declared-on-asset	f5719c2efff3f79539e77b1b82319d585eea6a45d8344446ca2bfa9cbdcd0443	a62e64e246bcd99dbd1ca7b672d0b534590512b9e71b4abda7cfa7cab54cbd67	a820244c1df7e53ee56ed7fdf26d76b42964c35de35b73f29637f10bf12bb27f
mock:set-13:reading-part-6	legacy-mock-section	mixed-full-passage	Reading — Passage 2: Quantum Computing — Promise and Reality	src/data/mocks/ielts-set-13.ts	default.sections[reading:1]		inventory-synthetic	/examenes/ielts/practica/set-13	registered-public-mock-route		academic	inferred	inferred-from-parent-mock-title	passage-string	631	2	13	false	false	false	false	none-observed	unknown-quarantined	structured-evidence-absent	quarantine	true	missing-author | missing-factual-sources | missing-or-invalid-rights-basis | missing-reviewer | module-not-declared-on-asset	f5719c2efff3f79539e77b1b82319d585eea6a45d8344446ca2bfa9cbdcd0443	f0770311a49fee1cc3442d744d9564d26529cdf5ed5fbf4776fbba7db4a4fa1d	0693ba4d145913eb0a0b74c9fe2d25afe84e0db6745c6bebe9210f14ea7322e6
mock:set-13:reading-part-7	legacy-mock-section	mixed-full-passage	Reading — Passage 3: The Placebo Effect	src/data/mocks/ielts-set-13.ts	default.sections[reading:2]		inventory-synthetic	/examenes/ielts/practica/set-13	registered-public-mock-route		academic	inferred	inferred-from-parent-mock-title	passage-string	702	6	14	false	false	false	false	none-observed	unknown-quarantined	structured-evidence-absent	quarantine	true	missing-author | missing-factual-sources | missing-or-invalid-rights-basis | missing-reviewer | module-not-declared-on-asset	f5719c2efff3f79539e77b1b82319d585eea6a45d8344446ca2bfa9cbdcd0443	e5e4b7091d8c1223e767fe88a108e7d538bb0f23733d61581af7c1cce8f40008	3fa1921fd4f378914490d1a81394e691078519249b7e2efd36bb583b518fa45a
mock:set-14:reading-part-5	legacy-mock-section	mixed-full-passage	Reading — Passage 1: The Ethics of Artificial Intelligence	src/data/mocks/ielts-set-14.ts	default.sections[reading:0]		inventory-synthetic	/examenes/ielts/practica/set-14	registered-public-mock-route		academic	inferred	inferred-from-parent-mock-title	passage-string	577	2	13	false	false	false	false	none-observed	unknown-quarantined	structured-evidence-absent	quarantine	true	missing-author | missing-factual-sources | missing-or-invalid-rights-basis | missing-reviewer | module-not-declared-on-asset	c6627a8c97105b9d38be7e366e1deb1772c4a46c7f6126f7ec3792f0039d2b11	6b4159a0df184a0caa06e6a2cbab6765c6bf298890918b08d2246e916d3ae429	8db12abf249a151d743c2557691a1a37fe66befe2e9346d3ed57709cdf923771
mock:set-14:reading-part-6	legacy-mock-section	mixed-full-passage	Reading — Passage 2: The Remarkable Diversity of Tropical Rainforests	src/data/mocks/ielts-set-14.ts	default.sections[reading:1]		inventory-synthetic	/examenes/ielts/practica/set-14	registered-public-mock-route		academic	inferred	inferred-from-parent-mock-title	passage-string	679	2	13	false	false	false	false	none-observed	unknown-quarantined	structured-evidence-absent	quarantine	true	missing-author | missing-factual-sources | missing-or-invalid-rights-basis | missing-reviewer | module-not-declared-on-asset	c6627a8c97105b9d38be7e366e1deb1772c4a46c7f6126f7ec3792f0039d2b11	43bdd44b3db1c9779b8219a66bda1aecdb5db260fea954b7d523bf11d571e094	2c189af873ee516895be584db2174e3fe663de9635c3b9c58741359f0aba03b2
mock:set-14:reading-part-7	legacy-mock-section	mixed-full-passage	Reading — Passage 3: The History of Money	src/data/mocks/ielts-set-14.ts	default.sections[reading:2]		inventory-synthetic	/examenes/ielts/practica/set-14	registered-public-mock-route		academic	inferred	inferred-from-parent-mock-title	passage-string	645	6	14	false	false	false	false	none-observed	unknown-quarantined	structured-evidence-absent	quarantine	true	missing-author | missing-factual-sources | missing-or-invalid-rights-basis | missing-reviewer | module-not-declared-on-asset	c6627a8c97105b9d38be7e366e1deb1772c4a46c7f6126f7ec3792f0039d2b11	08387a51838f051111fc9a87cbb8179bb8fd8e8cc59f637303251dc8c1984697	215378a91cfdcc9eb8011a3cb65608433bb762bac4bec9b50c2ec33647e95547
mock:set-15:reading-part-5	legacy-mock-section	mixed-full-passage	Reading — Passage 1: The Science of Sleep	src/data/mocks/ielts-set-15.ts	default.sections[reading:0]		inventory-synthetic	/examenes/ielts/practica/set-15	registered-public-mock-route		academic	inferred	inferred-from-parent-mock-title	passage-string	607	2	13	false	false	false	false	none-observed	unknown-quarantined	structured-evidence-absent	quarantine	true	missing-author | missing-factual-sources | missing-or-invalid-rights-basis | missing-reviewer | module-not-declared-on-asset	a9b4b479b354c248c28899acfd0dd317dee420ed1eac764f1c5a952470e4b0b5	8f7677c1ed4e1f5c6b06600be563f2b428ae734aab88fbb069bf12424b966fac	498c4c64053ac081820cd1cf0746fa0367eece599371bdd4663d607487af38ea
mock:set-15:reading-part-6	legacy-mock-section	mixed-full-passage	Reading — Passage 2: Urbanisation in Asia	src/data/mocks/ielts-set-15.ts	default.sections[reading:1]		inventory-synthetic	/examenes/ielts/practica/set-15	registered-public-mock-route		academic	inferred	inferred-from-parent-mock-title	passage-string	671	2	13	false	false	false	false	none-observed	unknown-quarantined	structured-evidence-absent	quarantine	true	missing-author | missing-factual-sources | missing-or-invalid-rights-basis | missing-reviewer | module-not-declared-on-asset	a9b4b479b354c248c28899acfd0dd317dee420ed1eac764f1c5a952470e4b0b5	3a0e580c1efcf7fd51463786b0d209c5d1ee5bbea6d81900f6b8a611dc141af0	12a3bc53c49bb13e9557ebae474e41993dcc0886becdfb8d78de9a1b10f8383a
mock:set-15:reading-part-7	legacy-mock-section	mixed-full-passage	Reading — Passage 3: Global Food Security	src/data/mocks/ielts-set-15.ts	default.sections[reading:2]		inventory-synthetic	/examenes/ielts/practica/set-15	registered-public-mock-route		academic	inferred	inferred-from-parent-mock-title	passage-string	582	6	14	false	false	false	false	none-observed	unknown-quarantined	structured-evidence-absent	quarantine	true	missing-author | missing-factual-sources | missing-or-invalid-rights-basis | missing-reviewer | module-not-declared-on-asset	a9b4b479b354c248c28899acfd0dd317dee420ed1eac764f1c5a952470e4b0b5	5f02e3d515b324be4723144630e9007f23513fe3a3091f4e2b3e6828664a4b58	5cf7d8a6c7700c598d8d828c4c4946907d8008206948d93fedba4ecf4cdc7e56
mock:set-16:reading-part-5	legacy-mock-section	mixed-full-passage	Reading — Passage 1: The Renewable Energy Transition	src/data/mocks/ielts-set-16.ts	default.sections[reading:0]		inventory-synthetic	/examenes/ielts/practica/set-16	registered-public-mock-route		academic	inferred	inferred-from-parent-mock-title	passage-string	561	2	13	false	false	false	false	none-observed	unknown-quarantined	structured-evidence-absent	quarantine	true	missing-author | missing-factual-sources | missing-or-invalid-rights-basis | missing-reviewer | module-not-declared-on-asset	d61b8d92dcbd84951fb003afe6a4a0bbe3d2614f121434599dd1046fce9c4361	cc655d25f7de7ec3aee636958447e621a9278cf062d3d41fb55fc413a6ef5d4d	e586e459c2580a0571671a4ae89c3eed10cb5a7fdd8da4cdca1a1635a894d36f
mock:set-16:reading-part-6	legacy-mock-section	mixed-full-passage	Reading — Passage 2: Cognitive Development in Early Childhood	src/data/mocks/ielts-set-16.ts	default.sections[reading:1]		inventory-synthetic	/examenes/ielts/practica/set-16	registered-public-mock-route		academic	inferred	inferred-from-parent-mock-title	passage-string	722	2	13	false	false	false	false	none-observed	unknown-quarantined	structured-evidence-absent	quarantine	true	missing-author | missing-factual-sources | missing-or-invalid-rights-basis | missing-reviewer | module-not-declared-on-asset	d61b8d92dcbd84951fb003afe6a4a0bbe3d2614f121434599dd1046fce9c4361	ed0b958c9d2eb3696288ed95904bf6063ae979cf032a2d05dd33391782f15dac	2098164b548d51c4ee6be8b9510ca5c9f1bfbecc5d2c8ea363800f9701b165fe
mock:set-16:reading-part-7	legacy-mock-section	mixed-full-passage	Reading — Passage 3: Globalisation and Its Critics	src/data/mocks/ielts-set-16.ts	default.sections[reading:2]		inventory-synthetic	/examenes/ielts/practica/set-16	registered-public-mock-route		academic	inferred	inferred-from-parent-mock-title	passage-string	635	6	14	false	false	false	false	none-observed	unknown-quarantined	structured-evidence-absent	quarantine	true	missing-author | missing-factual-sources | missing-or-invalid-rights-basis | missing-reviewer | module-not-declared-on-asset	d61b8d92dcbd84951fb003afe6a4a0bbe3d2614f121434599dd1046fce9c4361	921f0d362d023b81b649fca15dc72a6a9ccac1a9a611efe97b17e201a5a86b52	6bd683a0464928963abcf787134d696a7f9d73ff61478c51ed1911ad16be5766
mock:set-17:reading-part-5	legacy-mock-section	mixed-full-passage	Reading — Passage 1: Ocean Acidification	src/data/mocks/ielts-set-17.ts	default.sections[reading:0]		inventory-synthetic	/examenes/ielts/practica/set-17	registered-public-mock-route		academic	inferred	inferred-from-parent-mock-title	passage-string	559	2	13	false	false	false	false	none-observed	unknown-quarantined	structured-evidence-absent	quarantine	true	missing-author | missing-factual-sources | missing-or-invalid-rights-basis | missing-reviewer | module-not-declared-on-asset	e07f7ba1ed175f935fa77b7ea91ffe79e05de00a2640e5c16040af6953da0438	c1f18225a044c5598705c92d82017303f7f061f94a8a466c67b8880878faa6b0	88b2c050cc15e1f3251c05494f72b6de2eb92e88c28f4a76b27f9f6ef4e78f5d
mock:set-17:reading-part-6	legacy-mock-section	mixed-full-passage	Reading — Passage 2: A History of Cinema	src/data/mocks/ielts-set-17.ts	default.sections[reading:1]		inventory-synthetic	/examenes/ielts/practica/set-17	registered-public-mock-route		academic	inferred	inferred-from-parent-mock-title	passage-string	721	2	13	false	false	false	false	none-observed	unknown-quarantined	structured-evidence-absent	quarantine	true	missing-author | missing-factual-sources | missing-or-invalid-rights-basis | missing-reviewer | module-not-declared-on-asset	e07f7ba1ed175f935fa77b7ea91ffe79e05de00a2640e5c16040af6953da0438	f37d83cf429d040da423f54b4c656d5e2e3778473f88b754944a3a1887e77596	c98a159b67fede2699f096d2bc11dce0ac84291ef9124e0c11c9afb85ea531db
mock:set-17:reading-part-7	legacy-mock-section	mixed-full-passage	Reading — Passage 3: Behavioural Economics	src/data/mocks/ielts-set-17.ts	default.sections[reading:2]		inventory-synthetic	/examenes/ielts/practica/set-17	registered-public-mock-route		academic	inferred	inferred-from-parent-mock-title	passage-string	693	6	14	false	false	false	false	none-observed	unknown-quarantined	structured-evidence-absent	quarantine	true	missing-author | missing-factual-sources | missing-or-invalid-rights-basis | missing-reviewer | module-not-declared-on-asset	e07f7ba1ed175f935fa77b7ea91ffe79e05de00a2640e5c16040af6953da0438	6058d8b12fcc04a3c0276f673f81ee0735932c4b37bb2e4fbe49508cff1752d4	16cfd77252f28e1342399f9ddb337b2ad6bdf00c1390156ea30b29ee07c7aee0
mock:set-18:reading-part-5	legacy-mock-section	mixed-full-passage	Reading — Passage 1: Genetic Engineering and Its Applications	src/data/mocks/ielts-set-18.ts	default.sections[reading:0]		inventory-synthetic	/examenes/ielts/practica/set-18	registered-public-mock-route		academic	inferred	inferred-from-parent-mock-title	passage-string	594	2	13	false	false	false	false	none-observed	unknown-quarantined	structured-evidence-absent	quarantine	true	missing-author | missing-factual-sources | missing-or-invalid-rights-basis | missing-reviewer | module-not-declared-on-asset	74ff2064651834e8d278bed496d637eb6bc96117723b33f0ddbf12973ac026de	46dd4d453635a31a2959715ad951f972d91788c929b5e75df096bc054138e748	de60593892b8a9f2c0a1b53cc775a9670b34c1e972745092eafa7e5a4aa58fe5
mock:set-18:reading-part-6	legacy-mock-section	mixed-full-passage	Reading — Passage 2: Smart Cities	src/data/mocks/ielts-set-18.ts	default.sections[reading:1]		inventory-synthetic	/examenes/ielts/practica/set-18	registered-public-mock-route		academic	inferred	inferred-from-parent-mock-title	passage-string	710	2	13	false	false	false	false	none-observed	unknown-quarantined	structured-evidence-absent	quarantine	true	missing-author | missing-factual-sources | missing-or-invalid-rights-basis | missing-reviewer | module-not-declared-on-asset	74ff2064651834e8d278bed496d637eb6bc96117723b33f0ddbf12973ac026de	4c9167c8b96c27db0d9a8fa36df56a950c2171f49167f20cca5e861879f7191c	7b5eb69403773d6a0a46a1f3b74e4930aa6be561ed344ff9de2c92226ecf3e2a
mock:set-18:reading-part-7	legacy-mock-section	mixed-full-passage	Reading — Passage 3: How Children Acquire Language	src/data/mocks/ielts-set-18.ts	default.sections[reading:2]		inventory-synthetic	/examenes/ielts/practica/set-18	registered-public-mock-route		academic	inferred	inferred-from-parent-mock-title	passage-string	699	6	14	false	false	false	false	none-observed	unknown-quarantined	structured-evidence-absent	quarantine	true	missing-author | missing-factual-sources | missing-or-invalid-rights-basis | missing-reviewer | module-not-declared-on-asset	74ff2064651834e8d278bed496d637eb6bc96117723b33f0ddbf12973ac026de	c729669ff82dc42dbb07d3c9b644a345f8dab9bfa61b993ad967fd028e737562	1f461ac2e0aceea665e0fb594580fd8b89f3ece140abeda75759e5d77d25c308
mock:set-19:reading-part-5	legacy-mock-section	mixed-full-passage	Reading — Passage 1: The Mystery of Dark Matter	src/data/mocks/ielts-set-19.ts	default.sections[reading:0]		inventory-synthetic	/examenes/ielts/practica/set-19	registered-public-mock-route		academic	inferred	inferred-from-parent-mock-title	passage-string	630	2	13	false	false	false	false	none-observed	unknown-quarantined	structured-evidence-absent	quarantine	true	missing-author | missing-factual-sources | missing-or-invalid-rights-basis | missing-reviewer | module-not-declared-on-asset	ccea6442b646e221a59458152e9018b1c41302524900192d3b496453945be759	6bbf7da53dec0cd71948166f0908ebd7fddd4285f1ff8908a0191c75df0d746c	b1c84bfda2de8fe4c4908b43e23da8b51f1e7c4a2929eb4ae95b05fb08d10c13
mock:set-19:reading-part-6	legacy-mock-section	mixed-full-passage	Reading — Passage 2: The Rise of E-commerce	src/data/mocks/ielts-set-19.ts	default.sections[reading:1]		inventory-synthetic	/examenes/ielts/practica/set-19	registered-public-mock-route		academic	inferred	inferred-from-parent-mock-title	passage-string	677	2	13	false	false	false	false	none-observed	unknown-quarantined	structured-evidence-absent	quarantine	true	missing-author | missing-factual-sources | missing-or-invalid-rights-basis | missing-reviewer | module-not-declared-on-asset	ccea6442b646e221a59458152e9018b1c41302524900192d3b496453945be759	7bc56540ef7723935ef57c069d27d4aca94e4dcc2cec0f157136d09cc98ddfa1	6557a5c83b262ce42c8835a333e802a1e51b1c0b7b6037077660694687389722
mock:set-19:reading-part-7	legacy-mock-section	mixed-full-passage	Reading — Passage 3: Cultural Heritage and Its Preservation	src/data/mocks/ielts-set-19.ts	default.sections[reading:2]		inventory-synthetic	/examenes/ielts/practica/set-19	registered-public-mock-route		academic	inferred	inferred-from-parent-mock-title	passage-string	635	6	14	false	false	false	false	none-observed	unknown-quarantined	structured-evidence-absent	quarantine	true	missing-author | missing-factual-sources | missing-or-invalid-rights-basis | missing-reviewer | module-not-declared-on-asset	ccea6442b646e221a59458152e9018b1c41302524900192d3b496453945be759	5477b6d1ba2db13ff9dfac29f0d8dddbd7c930cdc30ced51874a425e872c5221	67b030dc5a84a097e925c61c6806fe976ac9cc3707e1d2f3920157be7e07ee6a
mock:set-2:reading-part-5	legacy-mock-section	mixed-full-passage	Reading Passage 1: The History of Glass	src/data/mocks/ielts-set-2.ts	default.sections[reading:0]		inventory-synthetic	/examenes/ielts/practica/set-2	registered-public-mock-route		academic	inferred	inferred-from-parent-mock-title	passage-string	500	7	13	false	false	false	false	none-observed	unknown-quarantined	structured-evidence-absent	quarantine	true	missing-author | missing-factual-sources | missing-or-invalid-rights-basis | missing-reviewer | module-not-declared-on-asset	5f9e2581a84f0a28c2dcb639669f5ea7b849e6b12857c970989de7ae97b754b8	4ca7b281941a9f737306e1b45ca3e19d96bd3a4ea269c7b79c04fd230a4dbcfb	0fc7fda842c741081ad0f2a64fcd1236cacb094947b78f1335b38a369c336fd5
mock:set-2:reading-part-6	legacy-mock-section	mixed-full-passage	Reading Passage 2: Bees and Pollination	src/data/mocks/ielts-set-2.ts	default.sections[reading:1]		inventory-synthetic	/examenes/ielts/practica/set-2	registered-public-mock-route		academic	inferred	inferred-from-parent-mock-title	passage-string	454	7	13	false	false	false	false	none-observed	unknown-quarantined	structured-evidence-absent	quarantine	true	missing-author | missing-factual-sources | missing-or-invalid-rights-basis | missing-reviewer | module-not-declared-on-asset	5f9e2581a84f0a28c2dcb639669f5ea7b849e6b12857c970989de7ae97b754b8	7b5a0c4f73ed9ec7345613995d058aeeaa2a6e35017d1b3134f45d46787160a9	4861de0fcd5abfd738e6295fad26bca85c5094dd5920cc981aa6bc3e2f162623
mock:set-2:reading-part-7	legacy-mock-section	mixed-full-passage	Reading Passage 3: The Psychology of Decision Making	src/data/mocks/ielts-set-2.ts	default.sections[reading:2]		inventory-synthetic	/examenes/ielts/practica/set-2	registered-public-mock-route		academic	inferred	inferred-from-parent-mock-title	passage-string	597	7	14	false	false	false	false	none-observed	unknown-quarantined	structured-evidence-absent	quarantine	true	missing-author | missing-factual-sources | missing-or-invalid-rights-basis | missing-reviewer | module-not-declared-on-asset	5f9e2581a84f0a28c2dcb639669f5ea7b849e6b12857c970989de7ae97b754b8	98113de3ad8d95dca17d3846a9e81103e3c97d3c896399d906803e816e76276d	19530fae5113e38573a787b66bb2495c0214051cec8316bb9dd849cf0728334a
mock:set-20:reading-part-5	legacy-mock-section	mixed-full-passage	Reading — Passage 1: The Crisis of Antibiotic Resistance	src/data/mocks/ielts-set-20.ts	default.sections[reading:0]		inventory-synthetic	/examenes/ielts/practica/set-20	registered-public-mock-route		academic	inferred	inferred-from-parent-mock-title	passage-string	573	2	13	false	false	false	false	none-observed	unknown-quarantined	structured-evidence-absent	quarantine	true	missing-author | missing-factual-sources | missing-or-invalid-rights-basis | missing-reviewer | module-not-declared-on-asset	dc034db54ada89ceb982f1f42305da48abab2414bafb1aaca472e8d35242e3ba	1c4d73196ef7a92bb3a0ded4d5e8f8a493e1af06091a6d0e4fcd5903d0d083f7	e56bf25edc94de0bb0f84d7f145ae1fe3fd79a776b03a215409181368a849959
mock:set-20:reading-part-6	legacy-mock-section	mixed-full-passage	Reading — Passage 2: Urban Gardening and the Green City	src/data/mocks/ielts-set-20.ts	default.sections[reading:1]		inventory-synthetic	/examenes/ielts/practica/set-20	registered-public-mock-route		academic	inferred	inferred-from-parent-mock-title	passage-string	690	2	13	false	false	false	false	none-observed	unknown-quarantined	structured-evidence-absent	quarantine	true	missing-author | missing-factual-sources | missing-or-invalid-rights-basis | missing-reviewer | module-not-declared-on-asset	dc034db54ada89ceb982f1f42305da48abab2414bafb1aaca472e8d35242e3ba	8841451ef274a19feddd6a320e31defbd21c303743aaeeb21db02cd3be0dc4c1	d8e5322d35410d8186737b2528f30bc984b9ae0cf8163bd0eb8b4c02c3444dff
mock:set-20:reading-part-7	legacy-mock-section	mixed-full-passage	Reading — Passage 3: The Future of Transport	src/data/mocks/ielts-set-20.ts	default.sections[reading:2]		inventory-synthetic	/examenes/ielts/practica/set-20	registered-public-mock-route		academic	inferred	inferred-from-parent-mock-title	passage-string	722	6	14	false	false	false	false	none-observed	unknown-quarantined	structured-evidence-absent	quarantine	true	missing-author | missing-factual-sources | missing-or-invalid-rights-basis | missing-reviewer | module-not-declared-on-asset	dc034db54ada89ceb982f1f42305da48abab2414bafb1aaca472e8d35242e3ba	5efb07f28826afd9214b599151c0f0f226f66724b7d294a8d8d2fd4c0a47efa1	0817351c7fcf3dc173940e948e8281f7f34f8f43181d556000809845234cc524
mock:set-3:reading-part-5	legacy-mock-section	mixed-full-passage	Reading Passage 1: The Silk Road	src/data/mocks/ielts-set-3.ts	default.sections[reading:0]		inventory-synthetic	/examenes/ielts/practica/set-3	registered-public-mock-route		academic	inferred	inferred-from-parent-mock-title	passage-string	466	7	13	false	false	false	false	none-observed	unknown-quarantined	structured-evidence-absent	quarantine	true	missing-author | missing-factual-sources | missing-or-invalid-rights-basis | missing-reviewer | module-not-declared-on-asset	6e443877f3596abdb485aafeebd110553b990c61fbde3ef612312aa78f50247a	296b71528ff110367e175f93a15aac0a01d5d3f654028894157289a567c59924	80e38fc22db9f989f543f1edb6a73a2a1895cf9f7ad0ad135b0432f90ad7cc04
mock:set-3:reading-part-6	legacy-mock-section	mixed-full-passage	Reading Passage 2: Ocean Plastic Pollution	src/data/mocks/ielts-set-3.ts	default.sections[reading:1]		inventory-synthetic	/examenes/ielts/practica/set-3	registered-public-mock-route		academic	inferred	inferred-from-parent-mock-title	passage-string	437	7	13	false	false	false	false	none-observed	unknown-quarantined	structured-evidence-absent	quarantine	true	missing-author | missing-factual-sources | missing-or-invalid-rights-basis | missing-reviewer | module-not-declared-on-asset	6e443877f3596abdb485aafeebd110553b990c61fbde3ef612312aa78f50247a	d091d1f6e5615586a4f894aa50349aab241ae7b8ec9c69954e2adb2155921eb5	4b52e321aea93989645bb8caf1bee6a7e05ad1cf2f7139bff6a403e488867334
mock:set-3:reading-part-7	legacy-mock-section	mixed-full-passage	Reading Passage 3: Artificial Intelligence in Medicine	src/data/mocks/ielts-set-3.ts	default.sections[reading:2]		inventory-synthetic	/examenes/ielts/practica/set-3	registered-public-mock-route		academic	inferred	inferred-from-parent-mock-title	passage-string	503	7	14	false	false	false	false	none-observed	unknown-quarantined	structured-evidence-absent	quarantine	true	missing-author | missing-factual-sources | missing-or-invalid-rights-basis | missing-reviewer | module-not-declared-on-asset	6e443877f3596abdb485aafeebd110553b990c61fbde3ef612312aa78f50247a	293d71b9d4002db6def0a5a15a0154dc39af6ca834f119c7c90dd2374647cca8	91b73cdbb992253b2225e7556637a74228ce463ce97203e8343ae625ed55199d
mock:set-4:reading-part-5	legacy-mock-section	mixed-full-passage	Reading Passage 1: The Origins of Agriculture	src/data/mocks/ielts-set-4.ts	default.sections[reading:0]		inventory-synthetic	/examenes/ielts/practica/set-4	registered-public-mock-route		academic	inferred	inferred-from-parent-mock-title	passage-string	514	10	13	false	false	false	false	none-observed	unknown-quarantined	structured-evidence-absent	quarantine	true	missing-author | missing-factual-sources | missing-or-invalid-rights-basis | missing-reviewer | module-not-declared-on-asset	91a2a3823bafb982a943011926cccf41d2571b93d3253aaa78003c00e410c257	d64200341c67c1e2af64c43a386ab4e69eacfab9b7544d6d6b10c1a40c091c08	49a5dc067426f0b190fc4854399c476870f9ea27304838e09c9a17256b2683ab
mock:set-4:reading-part-6	legacy-mock-section	mixed-full-passage	Reading Passage 2: Sleep and Memory	src/data/mocks/ielts-set-4.ts	default.sections[reading:1]		inventory-synthetic	/examenes/ielts/practica/set-4	registered-public-mock-route		academic	inferred	inferred-from-parent-mock-title	passage-string	494	8	13	false	false	false	false	none-observed	unknown-quarantined	structured-evidence-absent	quarantine	true	missing-author | missing-factual-sources | missing-or-invalid-rights-basis | missing-reviewer | module-not-declared-on-asset	91a2a3823bafb982a943011926cccf41d2571b93d3253aaa78003c00e410c257	b04b5fc1b1c5a69a2e7ac0b98f0c1da531fdfa9df3d81fd50c8754787bde8fcf	34afdd7ab1261bfe0d828b1603125db70bff13dd8078bec9ce80ad2f1a64e234
